amount,channel,hour,is_new_device,device_trust_score,days_since_last_tx,tx_velocity_1h,merchant_risk_score,customer_age,has_chargeback_history,country_risk_score,target
204.19,CARD,20,1,0.232,3.29,2,0.298,32,0,0.39,0
97.52,CARD,7,0,0.218,0.84,0,0.617,47,1,0.425,0
104.86,CARD,12,1,0.351,1.67,0,0.447,35,1,0.672,0
82.7,CARD,5,0,0.274,0.84,1,0.463,32,0,0.492,0
1301.49,CARD,2,1,0.377,0.29,2,0.077,27,0,0.41,1
200.4,PIX,0,1,0.706,2.33,4,0.342,18,1,0.414,1
80.04,PIX,23,0,0.272,0.72,3,0.365,48,1,0.327,0
184.74,CARD,3,1,0.349,5.46,1,0.502,28,0,0.449,0
48.92,PIX,1,0,0.549,8.89,1,0.315,34,1,0.838,0
470.62,PIX,12,0,0.528,0.34,3,0.512,35,1,0.067,0
67.02,PIX,23,1,0.729,0.44,1,0.416,33,0,0.417,0
190.75,CARD,1,1,0.512,6.94,1,0.579,64,1,0.217,0
317.15,CARD,6,0,0.274,9.96,0,0.702,34,0,0.785,0
171.79,CARD,13,1,0.383,1.18,1,0.218,31,1,0.293,0
132.29,PIX,11,1,0.252,0.02,2,0.724,43,0,0.405,0
122.7,PIX,3,1,0.405,0.05,2,0.163,36,0,0.465,0
115.49,PIX,22,0,0.386,1.73,2,0.284,23,1,0.154,0
72.31,CARD,8,1,0.224,1.01,3,0.303,41,1,0.748,0
81.08,PIX,16,1,0.308,0.84,2,0.776,31,0,0.414,0
460.19,CARD,10,0,0.18,0.52,0,0.632,35,0,0.74,0
110.2,CARD,14,0,0.386,1.34,1,0.177,47,0,0.235,0
59.91,CARD,21,1,0.695,0.52,3,0.456,46,1,0.385,0
76.35,CARD,7,0,0.403,4.71,1,0.272,27,0,0.553,0
327.12,CARD,19,0,0.613,0.04,1,0.331,40,1,0.173,0
223.2,CARD,7,1,0.643,1.14,1,0.281,35,1,0.171,0
201.2,PIX,7,0,0.355,0.62,1,0.803,28,0,0.237,0
96.37,PIX,0,0,0.363,0.31,0,0.709,25,1,0.185,0
203.57,PIX,8,0,0.351,4.58,2,0.829,27,1,0.34,0
68.09,PIX,14,0,0.122,1.53,0,0.517,48,0,0.717,0
96.19,CARD,15,1,0.227,6.33,4,0.385,18,1,0.382,0
290.85,PIX,10,0,0.507,1.24,1,0.566,26,0,0.207,0
266.89,CARD,8,0,0.215,2.4,3,0.155,45,0,0.198,0
50.21,PIX,5,0,0.379,7.64,1,0.876,23,1,0.337,0
56.26,CARD,21,0,0.46,0.39,0,0.754,39,1,0.269,0
134.0,PIX,9,1,0.506,1.98,0,0.921,31,1,0.717,0
574.51,PIX,7,0,0.563,0.18,1,0.288,27,0,0.242,0
21.67,PIX,22,1,0.374,0.28,3,0.668,21,1,0.187,1
156.1,CARD,15,1,0.53,3.5,1,0.337,31,1,0.275,1
35.22,PIX,20,1,0.179,5.09,1,0.911,36,1,0.121,0
68.66,CARD,9,0,0.158,0.2,0,0.58,29,0,0.145,0
87.53,CARD,10,1,0.278,13.4,1,0.331,40,1,0.351,1
83.22,CARD,17,0,0.508,4.41,2,0.717,51,1,0.064,0
75.16,CARD,23,1,0.494,2.57,4,0.756,53,0,0.396,0
122.3,CARD,18,1,0.289,13.58,0,0.057,32,0,0.04,0
75.06,CARD,11,0,0.486,2.26,1,0.611,26,0,0.262,0
32.58,PIX,14,0,0.477,1.8,2,0.818,33,1,0.123,0
245.15,CARD,8,1,0.564,0.07,1,0.041,40,0,0.083,0
239.27,PIX,10,0,0.179,6.74,0,0.24,34,0,0.434,0
259.53,CARD,9,1,0.167,5.41,3,0.715,42,0,0.557,0
30.37,PIX,2,0,0.206,4.19,4,0.405,38,0,0.457,0
159.02,PIX,20,0,0.166,1.01,2,0.872,31,0,0.478,0
223.27,CARD,3,1,0.292,9.75,2,0.561,24,1,0.496,1
48.03,PIX,6,1,0.147,3.17,0,0.175,63,1,0.059,0
122.52,PIX,6,1,0.615,1.52,0,0.404,38,1,0.703,0
109.44,PIX,5,1,0.352,1.6,1,0.391,42,1,0.336,0
637.74,CARD,11,1,0.659,1.33,1,0.188,18,0,0.419,0
686.8,PIX,23,0,0.27,3.64,3,0.593,33,0,0.442,1
27.17,PIX,7,0,0.701,1.68,0,0.56,18,1,0.564,0
1146.57,CARD,17,1,0.609,0.44,1,0.46,30,1,0.596,1
53.32,CARD,17,1,0.14,2.22,0,0.561,26,0,0.724,0
293.71,PIX,18,0,0.552,3.68,0,0.17,24,1,0.592,1
291.04,PIX,14,0,0.689,1.79,3,0.352,45,1,0.02,1
49.59,PIX,17,0,0.847,11.36,2,0.524,45,0,0.789,1
189.42,CARD,18,1,0.172,6.38,0,0.746,27,1,0.223,0
110.3,PIX,16,0,0.166,8.16,1,0.691,54,0,0.669,0
200.12,PIX,13,1,0.42,12.03,3,0.608,20,0,0.374,0
149.55,PIX,2,1,0.541,2.74,5,0.681,51,1,0.415,1
356.63,CARD,12,0,0.565,8.35,2,0.963,44,1,0.297,0
130.04,PIX,18,0,0.113,1.38,1,0.514,39,1,0.135,0
104.47,CARD,8,0,0.134,0.28,2,0.47,39,0,0.2,0
325.86,PIX,5,0,0.181,2.73,1,0.809,62,0,0.673,0
204.87,CARD,14,1,0.076,0.43,1,0.281,26,0,0.446,1
234.78,CARD,3,0,0.078,0.45,0,0.644,43,0,0.342,0
66.81,PIX,17,1,0.263,0.38,0,0.397,18,1,0.659,0
47.43,PIX,23,0,0.441,0.25,0,0.569,51,0,0.434,0
72.9,PIX,11,0,0.357,3.88,1,0.629,27,1,0.514,0
69.5,CARD,0,1,0.266,2.56,3,0.778,68,0,0.049,0
246.55,PIX,6,0,0.074,1.19,1,0.241,42,0,0.91,0
292.48,CARD,0,0,0.624,4.99,0,0.066,37,0,0.443,0
105.68,PIX,11,0,0.64,3.06,1,0.784,44,1,0.474,0
440.46,CARD,7,0,0.209,4.49,1,0.137,50,1,0.545,0
416.39,CARD,18,1,0.62,0.1,3,0.841,38,0,0.896,1
151.27,PIX,20,0,0.715,0.01,2,0.554,48,0,0.623,0
57.99,PIX,10,0,0.554,2.7,0,0.429,32,0,0.144,0
501.62,CARD,23,0,0.417,3.45,2,0.308,32,1,0.501,0
115.02,PIX,10,0,0.493,1.53,1,0.701,24,0,0.163,0
136.12,CARD,2,0,0.17,2.31,1,0.227,28,1,0.776,0
89.51,CARD,21,1,0.234,3.98,2,0.141,43,1,0.272,0
54.55,PIX,9,1,0.223,1.67,3,0.528,30,0,0.241,0
32.4,PIX,21,0,0.772,7.45,1,0.395,47,0,0.52,0
214.77,PIX,17,0,0.211,0.88,0,0.231,49,1,0.596,0
60.04,PIX,22,0,0.839,1.1,3,0.509,23,1,0.121,0
1907.56,CARD,15,0,0.714,1.15,0,0.358,47,0,0.57,0
45.72,CARD,14,0,0.621,0.5,3,0.435,45,1,0.412,0
39.19,PIX,5,0,0.7,3.65,0,0.471,42,0,0.157,0
192.31,CARD,6,0,0.503,1.03,2,0.608,46,1,0.557,1
481.25,PIX,7,1,0.222,1.65,0,0.243,37,1,0.186,0
128.78,CARD,7,1,0.1,2.86,0,0.485,38,1,0.196,0
203.37,CARD,14,0,0.266,0.9,1,0.798,52,0,0.502,0
23.12,PIX,20,0,0.148,5.26,3,0.264,33,0,0.74,0
66.04,CARD,0,1,0.702,0.18,1,0.763,23,0,0.642,0
46.24,CARD,14,1,0.313,1.72,1,0.526,56,0,0.705,0
22.08,PIX,18,1,0.264,3.43,0,0.492,40,1,0.435,1
135.0,PIX,10,0,0.277,3.8,1,0.713,51,0,0.672,0
16.14,CARD,6,0,0.681,0.88,1,0.683,41,1,0.226,0
36.97,PIX,10,1,0.049,0.58,1,0.502,38,1,0.875,1
74.93,PIX,19,0,0.467,8.41,1,0.95,43,0,0.033,0
57.5,PIX,21,0,0.512,2.41,0,0.091,64,1,0.391,0
173.6,CARD,16,1,0.132,2.32,2,0.599,26,0,0.496,1
159.98,PIX,11,0,0.34,0.36,0,0.524,21,0,0.636,0
271.62,PIX,15,0,0.173,0.26,2,0.309,35,0,0.13,0
239.16,PIX,16,1,0.33,3.94,0,0.478,51,1,0.388,0
339.25,PIX,18,1,0.631,0.89,1,0.546,28,0,0.521,0
121.3,CARD,3,0,0.314,3.28,1,0.304,26,1,0.636,0
159.67,PIX,1,1,0.391,1.19,0,0.23,25,1,0.431,0
192.55,CARD,8,0,0.052,7.21,0,0.544,52,1,0.184,0
138.03,PIX,6,0,0.13,1.81,0,0.725,45,1,0.502,0
84.99,CARD,14,1,0.289,0.17,1,0.739,31,0,0.385,0
90.09,PIX,12,1,0.097,1.78,2,0.208,45,1,0.644,0
58.22,CARD,22,0,0.359,0.38,1,0.416,32,0,0.382,0
177.59,PIX,18,0,0.307,3.75,3,0.369,23,1,0.59,1
111.65,CARD,3,1,0.822,2.65,2,0.282,53,0,0.451,0
66.9,PIX,20,0,0.152,3.45,0,0.271,27,0,0.207,0
66.95,PIX,18,0,0.34,5.81,3,0.295,19,0,0.756,0
40.88,CARD,9,1,0.016,2.56,3,0.397,30,1,0.552,0
293.23,PIX,1,0,0.243,6.69,3,0.592,42,0,0.682,0
130.42,PIX,19,1,0.639,4.27,1,0.392,48,1,0.152,0
55.9,CARD,4,1,0.293,0.22,1,0.787,40,1,0.03,0
251.56,CARD,5,0,0.471,1.57,1,0.687,47,0,0.462,0
73.38,CARD,11,0,0.392,5.87,2,0.384,44,1,0.269,0
34.27,CARD,1,1,0.195,0.2,0,0.518,36,0,0.749,0
304.63,PIX,9,0,0.286,0.71,1,0.675,22,1,0.547,0
74.93,PIX,5,0,0.202,1.29,0,0.616,39,1,0.09,0
84.1,CARD,1,0,0.19,0.63,4,0.329,34,0,0.806,0
126.1,PIX,21,1,0.123,1.58,1,0.774,48,1,0.353,1
339.79,PIX,6,1,0.518,1.31,2,0.282,25,1,0.335,0
123.72,PIX,13,0,0.71,1.92,2,0.674,46,1,0.565,0
41.3,PIX,19,1,0.679,0.42,2,0.412,18,0,0.175,0
198.24,PIX,11,0,0.156,4.41,1,0.606,54,0,0.553,1
78.53,PIX,7,1,0.524,5.22,1,0.182,40,1,0.792,0
664.56,CARD,17,1,0.515,2.48,1,0.355,30,0,0.239,0
121.39,CARD,16,1,0.506,2.29,1,0.146,40,0,0.46,0
16.26,CARD,0,1,0.495,1.22,0,0.756,51,0,0.499,0
167.61,PIX,19,1,0.394,9.9,3,0.157,46,0,0.246,0
699.34,PIX,2,0,0.4,0.31,4,0.603,34,1,0.366,0
501.86,CARD,17,1,0.412,2.49,1,0.399,52,1,0.541,0
631.35,PIX,2,1,0.215,4.21,1,0.021,44,1,0.575,0
48.53,PIX,1,1,0.192,1.42,1,0.539,43,0,0.293,0
276.15,CARD,2,0,0.704,7.71,0,0.342,29,0,0.307,0
63.45,CARD,17,0,0.359,3.68,1,0.163,38,1,0.217,0
148.69,PIX,10,1,0.625,0.77,1,0.492,57,0,0.337,0
38.64,CARD,14,0,0.22,10.19,0,0.268,30,1,0.747,0
68.03,CARD,6,1,0.706,1.05,1,0.645,29,1,0.289,0
66.11,CARD,2,0,0.67,0.52,2,0.608,26,1,0.571,0
272.79,PIX,18,1,0.481,0.01,2,0.818,42,1,0.73,0
249.8,CARD,19,1,0.337,3.12,1,0.628,34,1,0.603,0
155.89,CARD,20,0,0.735,3.02,0,0.238,18,1,0.255,0
36.04,PIX,1,0,0.562,11.82,1,0.619,43,1,0.646,0
91.79,CARD,22,1,0.129,0.19,1,0.627,38,0,0.555,1
62.08,CARD,13,1,0.319,1.76,0,0.536,50,0,0.723,0
265.79,PIX,4,1,0.272,10.42,5,0.264,33,0,0.588,0
350.85,PIX,4,0,0.317,0.35,3,0.838,34,1,0.329,1
314.43,PIX,12,0,0.299,5.38,0,0.481,50,1,0.556,0
61.58,CARD,14,1,0.284,1.24,0,0.112,47,0,0.05,0
10.32,PIX,1,1,0.333,0.29,3,0.343,45,1,0.074,0
24.77,PIX,11,0,0.186,0.2,1,0.312,42,1,0.032,0
436.8,PIX,5,0,0.383,5.63,2,0.934,48,1,0.006,0
84.68,CARD,22,1,0.288,1.52,2,0.485,59,1,0.123,1
61.83,CARD,14,0,0.696,0.07,2,0.795,23,0,0.369,0
532.93,PIX,8,1,0.513,0.81,1,0.561,45,0,0.477,0
379.42,PIX,10,1,0.476,6.0,0,0.555,44,0,0.204,0
124.21,PIX,20,1,0.721,1.58,1,0.426,53,1,0.329,0
93.31,PIX,16,0,0.299,0.52,3,0.66,56,0,0.423,0
107.89,CARD,9,0,0.571,1.98,3,0.395,27,1,0.446,0
149.07,PIX,20,1,0.218,4.78,1,0.14,29,0,0.07,0
512.88,CARD,14,0,0.086,5.42,2,0.344,32,0,0.389,0
177.72,CARD,1,0,0.264,4.08,4,0.347,45,0,0.54,0
233.56,CARD,15,0,0.46,2.69,0,0.733,37,0,0.083,0
348.05,PIX,22,0,0.198,2.12,1,0.501,40,1,0.356,1
42.41,PIX,20,1,0.196,1.54,2,0.543,36,1,0.486,1
239.7,PIX,1,1,0.684,0.31,2,0.702,45,0,0.575,0
93.21,CARD,21,0,0.138,6.25,0,0.284,56,1,0.291,0
12.62,CARD,23,1,0.35,0.9,0,0.711,26,1,0.31,0
17.9,CARD,3,0,0.67,3.62,3,0.518,39,0,0.445,0
48.6,CARD,15,1,0.353,2.41,2,0.263,48,1,0.082,1
196.0,PIX,18,0,0.413,0.56,0,0.309,35,1,0.19,0
134.62,CARD,1,0,0.491,4.22,3,0.37,23,0,0.861,0
143.44,CARD,19,0,0.143,6.75,0,0.194,54,0,0.151,0
703.35,PIX,9,0,0.161,5.98,0,0.81,40,1,0.73,1
38.78,CARD,7,0,0.163,1.82,4,0.647,48,1,0.056,0
118.55,CARD,6,1,0.48,0.69,2,0.894,55,1,0.241,0
159.81,CARD,12,1,0.283,1.63,2,0.399,20,1,0.278,1
62.64,CARD,19,1,0.348,7.69,2,0.69,37,1,0.35,0
124.65,PIX,19,0,0.628,4.4,3,0.739,38,1,0.369,0
28.79,CARD,5,1,0.71,2.13,0,0.33,40,1,0.618,0
432.21,PIX,19,1,0.389,1.05,1,0.568,39,0,0.141,0
65.8,CARD,19,1,0.354,1.14,1,0.548,52,0,0.618,0
756.17,PIX,1,1,0.407,0.46,0,0.137,25,1,0.506,0
118.01,CARD,7,0,0.489,0.26,1,0.353,41,0,0.844,0
306.51,PIX,0,0,0.327,5.04,1,0.508,18,0,0.349,0
115.82,PIX,23,0,0.616,0.69,2,0.284,29,0,0.308,0
118.19,PIX,11,1,0.149,1.57,0,0.3,50,1,0.292,0
71.84,CARD,6,0,0.141,0.81,1,0.593,37,0,0.666,0
135.26,PIX,21,0,0.19,2.44,3,0.641,22,0,0.584,0
161.77,PIX,16,0,0.229,1.28,1,0.88,22,1,0.456,0
59.99,PIX,22,1,0.482,9.2,5,0.408,37,1,0.398,1
108.58,PIX,19,0,0.604,2.51,2,0.368,49,1,0.2,0
70.17,CARD,22,0,0.493,0.08,3,0.721,23,1,0.288,0
962.66,PIX,5,1,0.193,9.93,2,0.831,49,1,0.205,0
112.08,PIX,4,0,0.653,0.81,2,0.59,37,1,0.408,0
488.19,PIX,1,1,0.374,0.41,2,0.805,18,0,0.187,1
101.89,PIX,8,0,0.677,0.0,0,0.347,35,1,0.283,0
153.45,PIX,13,0,0.265,1.08,3,0.785,38,1,0.276,0
36.99,PIX,13,1,0.249,1.48,2,0.642,32,1,0.487,0
81.26,PIX,16,1,0.519,0.83,1,0.39,44,0,0.144,0
146.86,PIX,17,0,0.136,10.5,0,0.885,43,0,0.266,0
506.44,PIX,19,0,0.444,10.11,1,0.522,37,0,0.058,0
148.38,CARD,12,0,0.47,0.17,1,0.514,28,1,0.515,0
422.14,PIX,6,1,0.426,2.45,2,0.489,42,0,0.245,0
216.3,CARD,10,0,0.365,2.23,2,0.617,34,0,0.734,0
525.66,CARD,20,1,0.233,1.31,1,0.902,39,1,0.056,0
115.22,CARD,19,0,0.256,1.2,3,0.285,47,1,0.561,0
1044.4,PIX,21,1,0.536,3.11,0,0.884,38,1,0.23,1
78.5,CARD,12,0,0.225,2.21,3,0.807,41,0,0.504,0
60.96,CARD,18,1,0.607,0.15,0,0.835,48,0,0.47,1
40.89,CARD,9,1,0.499,10.07,0,0.714,48,1,0.619,0
990.22,CARD,0,1,0.242,0.47,1,0.767,34,1,0.535,1
254.04,PIX,17,1,0.244,2.97,3,0.223,27,1,0.194,0
89.95,CARD,2,0,0.301,0.55,1,0.018,31,1,0.478,0
373.95,CARD,15,1,0.154,7.25,2,0.087,48,1,0.419,0
225.64,PIX,23,1,0.348,0.02,1,0.761,44,1,0.232,1
713.02,PIX,0,0,0.684,2.62,2,0.039,50,0,0.664,0
30.17,CARD,17,1,0.668,7.07,0,0.56,41,1,0.382,0
95.7,PIX,20,1,0.04,0.86,4,0.294,41,0,0.158,0
80.14,CARD,15,0,0.101,4.3,2,0.237,32,1,0.199,0
20.57,PIX,16,0,0.485,7.58,2,0.253,23,0,0.401,0
315.54,CARD,21,1,0.59,1.33,3,0.754,18,1,0.852,1
95.26,PIX,18,1,0.337,1.18,3,0.602,32,1,0.704,0
236.43,CARD,0,0,0.365,8.52,1,0.799,28,0,0.534,0
1016.17,PIX,18,1,0.109,1.18,3,0.474,30,0,0.339,0
88.42,CARD,18,1,0.687,8.23,2,0.663,62,0,0.382,0
83.18,PIX,5,1,0.531,2.65,0,0.69,30,0,0.096,0
135.21,PIX,15,0,0.875,4.6,1,0.639,22,0,0.58,0
295.46,PIX,20,0,0.444,6.17,0,0.596,31,0,0.361,0
72.96,PIX,20,1,0.262,0.44,1,0.396,46,0,0.202,1
68.86,CARD,20,0,0.251,6.3,2,0.022,50,1,0.686,0
314.65,PIX,18,0,0.182,1.46,4,0.512,19,1,0.727,1
170.85,PIX,2,1,0.689,7.4,2,0.745,29,0,0.062,0
19.29,CARD,11,0,0.355,0.47,2,0.379,28,0,0.696,0
40.33,PIX,5,0,0.206,1.38,1,0.751,46,1,0.615,0
469.24,PIX,1,0,0.506,1.95,2,0.663,27,0,0.09,0
174.47,CARD,6,0,0.314,9.55,1,0.481,27,1,0.508,0
61.19,PIX,21,1,0.402,2.49,2,0.322,32,0,0.758,0
104.23,CARD,14,0,0.345,5.98,1,0.294,41,0,0.704,0
122.97,CARD,18,1,0.175,0.46,2,0.219,22,0,0.689,0
235.61,PIX,12,1,0.143,0.33,1,0.532,24,1,0.587,0
35.79,CARD,8,0,0.151,0.02,0,0.263,39,0,0.243,0
57.01,CARD,11,1,0.142,4.49,3,0.268,24,0,0.781,0
155.35,PIX,23,0,0.208,0.4,0,0.148,67,0,0.401,0
111.07,CARD,6,0,0.755,2.51,1,0.157,27,1,0.491,0
203.3,PIX,7,1,0.509,4.86,0,0.44,42,0,0.486,0
40.18,PIX,20,0,0.41,0.7,3,0.084,44,1,0.537,0
167.57,CARD,8,1,0.583,6.97,1,0.11,35,0,0.101,0
324.55,PIX,21,0,0.211,4.25,3,0.42,29,1,0.228,0
188.32,PIX,23,0,0.223,0.81,0,0.49,46,0,0.067,0
137.72,PIX,1,1,0.274,4.37,3,0.389,44,1,0.817,1
111.46,CARD,16,1,0.224,9.29,2,0.527,40,1,0.538,1
57.32,CARD,2,0,0.223,0.97,3,0.203,35,1,0.342,0
113.89,PIX,21,1,0.669,0.26,4,0.684,45,0,0.702,0
377.56,PIX,2,1,0.441,1.04,0,0.322,37,1,0.293,0
109.17,CARD,21,0,0.395,6.12,0,0.857,49,0,0.596,0
54.55,PIX,18,0,0.458,15.31,1,0.618,53,0,0.652,0
78.02,PIX,12,0,0.249,2.31,0,0.63,50,0,0.825,0
145.59,PIX,4,1,0.37,0.6,2,0.492,35,1,0.384,0
86.82,CARD,6,0,0.122,8.56,2,0.678,53,0,0.688,0
188.06,PIX,10,0,0.34,1.61,2,0.574,45,0,0.128,0
194.52,CARD,20,1,0.51,7.2,2,0.644,29,1,0.125,0
270.45,CARD,21,0,0.585,0.11,2,0.927,27,0,0.526,0
437.56,PIX,12,1,0.389,1.51,0,0.305,40,1,0.71,0
297.76,CARD,5,0,0.38,3.21,1,0.499,45,1,0.531,0
52.41,PIX,13,1,0.546,5.14,2,0.64,22,0,0.341,0
53.88,PIX,19,1,0.445,3.86,4,0.421,60,1,0.317,0
113.5,CARD,12,1,0.235,7.78,1,0.422,25,0,0.08,0
80.96,PIX,21,1,0.142,0.62,1,0.867,35,0,0.236,0
43.62,CARD,0,0,0.29,0.06,1,0.642,33,1,0.57,0
81.65,CARD,12,0,0.346,3.02,1,0.437,32,0,0.567,0
79.28,PIX,1,1,0.278,4.83,1,0.645,40,1,0.878,0
66.38,CARD,14,1,0.592,0.76,2,0.745,34,1,0.076,0
91.45,PIX,14,1,0.266,0.88,1,0.146,45,0,0.48,0
350.94,PIX,7,1,0.264,0.22,0,0.289,31,0,0.69,0
145.37,PIX,19,1,0.628,4.25,0,0.619,41,0,0.501,0
1123.98,CARD,22,1,0.445,2.33,3,0.554,36,0,0.734,1
141.66,PIX,10,1,0.138,3.28,1,0.153,37,0,0.093,0
93.59,PIX,10,1,0.167,0.12,1,0.529,42,1,0.423,0
121.96,PIX,4,0,0.624,5.57,0,0.588,30,1,0.313,0
153.06,PIX,0,0,0.193,0.53,2,0.485,32,0,0.361,0
179.78,PIX,9,0,0.486,0.98,2,0.576,48,0,0.205,0
787.64,CARD,10,0,0.55,0.33,0,0.044,35,1,0.066,0
56.78,CARD,18,0,0.797,0.82,2,0.017,33,1,0.359,0
263.26,CARD,20,1,0.291,1.57,2,0.663,40,1,0.56,1
146.49,PIX,2,1,0.896,2.54,3,0.136,36,0,0.311,1
29.55,PIX,3,1,0.596,2.37,2,0.779,31,0,0.511,1
243.14,PIX,13,0,0.262,1.99,2,0.71,38,1,0.13,0
380.26,PIX,9,0,0.161,0.55,3,0.451,48,0,0.673,0
56.18,CARD,16,1,0.366,1.38,1,0.498,31,1,0.095,0
120.54,PIX,7,0,0.634,0.75,1,0.55,34,1,0.036,0
25.72,CARD,9,0,0.403,0.36,1,0.604,40,1,0.572,1
39.14,PIX,10,0,0.736,2.25,2,0.385,42,1,0.532,1
312.07,CARD,14,0,0.087,0.72,1,0.913,38,1,0.356,0
79.86,CARD,1,1,0.2,0.07,3,0.209,37,0,0.355,0
44.79,CARD,21,0,0.494,2.41,3,0.208,39,1,0.35,0
149.38,CARD,8,1,0.297,0.05,1,0.661,31,0,0.284,0
75.93,CARD,5,1,0.371,7.47,0,0.453,38,1,0.113,0
79.54,CARD,15,1,0.464,1.43,0,0.215,33,1,0.129,0
236.37,PIX,3,0,0.234,2.11,3,0.31,41,0,0.571,0
42.71,PIX,14,0,0.74,2.31,1,0.736,47,0,0.064,0
53.79,CARD,1,0,0.077,3.79,3,0.041,28,0,0.556,0
139.58,PIX,6,0,0.504,0.73,2,0.293,41,0,0.372,0
290.75,CARD,17,0,0.334,0.56,0,0.63,40,1,0.507,0
370.31,PIX,8,0,0.837,2.62,1,0.828,34,0,0.197,0
66.78,CARD,21,1,0.221,0.34,1,0.404,39,0,0.617,0
282.49,PIX,8,1,0.252,2.62,2,0.495,45,0,0.756,0
60.0,CARD,16,1,0.112,8.47,0,0.321,41,0,0.283,0
628.66,PIX,0,0,0.29,1.44,2,0.642,21,1,0.333,0
43.8,PIX,23,1,0.356,1.08,2,0.244,18,1,0.675,0
401.67,CARD,14,1,0.511,1.27,0,0.752,27,0,0.359,0
67.3,PIX,16,1,0.536,7.06,0,0.409,53,1,0.671,0
743.91,PIX,7,1,0.32,3.84,5,0.438,50,0,0.206,1
206.89,CARD,6,1,0.511,11.31,1,0.974,40,1,0.791,0
48.7,CARD,10,1,0.522,0.96,1,0.414,24,0,0.65,0
75.94,PIX,6,1,0.432,0.11,0,0.655,45,0,0.031,0
245.44,CARD,0,1,0.013,2.5,2,0.359,27,1,0.45,0
313.37,PIX,16,1,0.523,3.52,2,0.178,23,1,0.77,1
114.02,PIX,17,1,0.335,3.08,0,0.53,37,0,0.522,0
126.49,CARD,16,0,0.254,5.17,1,0.732,37,1,0.394,0
240.45,PIX,13,0,0.413,0.96,0,0.354,40,0,0.475,0
136.81,PIX,12,0,0.494,3.91,2,0.863,37,1,0.819,0
37.93,PIX,23,1,0.248,2.87,1,0.052,39,0,0.051,0
58.46,CARD,12,1,0.239,0.52,0,0.713,33,1,0.158,0
150.15,CARD,16,0,0.581,2.95,0,0.642,37,1,0.28,0
362.83,PIX,9,0,0.561,0.53,1,0.164,42,1,0.232,0
520.29,CARD,0,0,0.544,1.48,2,0.156,47,1,0.834,0
245.08,CARD,8,0,0.541,5.41,0,0.05,39,0,0.198,0
157.36,PIX,17,1,0.695,3.16,3,0.824,33,1,0.645,1
238.4,CARD,15,1,0.245,1.52,1,0.603,40,0,0.496,0
66.68,PIX,16,1,0.584,2.73,1,0.402,48,0,0.127,0
105.86,PIX,17,0,0.554,6.24,2,0.527,47,0,0.914,0
57.87,PIX,5,0,0.451,0.82,1,0.561,29,1,0.701,0
39.49,PIX,19,1,0.449,3.95,0,0.681,47,1,0.49,1
164.05,CARD,17,1,0.362,2.34,2,0.799,37,0,0.434,0
143.59,CARD,7,1,0.143,0.47,2,0.581,33,1,0.024,0
225.63,CARD,12,1,0.072,3.52,1,0.319,32,0,0.563,1
198.64,PIX,20,0,0.085,1.42,1,0.219,26,1,0.209,0
151.17,PIX,4,0,0.551,1.34,2,0.291,44,1,0.832,0
200.53,PIX,7,0,0.25,2.66,0,0.87,43,0,0.203,0
116.93,PIX,4,1,0.443,3.15,3,0.634,32,1,0.422,0
176.2,CARD,7,0,0.463,0.65,1,0.241,33,1,0.465,0
63.21,CARD,4,0,0.326,4.36,1,0.894,46,1,0.226,0
169.48,CARD,19,1,0.21,0.12,1,0.211,30,0,0.601,0
221.76,CARD,23,1,0.291,6.66,1,0.266,53,0,0.151,0
66.51,PIX,23,1,0.691,2.1,4,0.153,46,1,0.36,1
127.31,PIX,8,0,0.073,0.81,1,0.834,41,0,0.125,0
69.32,PIX,22,1,0.18,0.68,3,0.698,32,1,0.44,1
75.65,CARD,1,1,0.281,0.36,2,0.147,20,0,0.556,0
44.15,PIX,2,0,0.432,1.66,2,0.178,46,1,0.732,0
379.63,PIX,7,0,0.172,0.35,1,0.33,46,0,0.197,0
317.07,CARD,6,0,0.64,0.1,1,0.747,52,1,0.453,0
197.1,PIX,22,0,0.405,0.99,3,0.608,30,1,0.213,0
716.93,PIX,18,1,0.266,0.7,0,0.439,22,0,0.548,0
102.48,PIX,18,0,0.313,3.95,2,0.681,43,1,0.483,0
1860.47,PIX,19,1,0.729,0.91,2,0.429,56,0,0.518,1
99.01,PIX,17,1,0.68,1.5,2,0.301,40,0,0.526,0
152.88,CARD,12,0,0.48,1.66,2,0.688,43,1,0.674,0
84.94,CARD,1,1,0.125,3.13,2,0.249,31,0,0.538,0
169.88,PIX,0,0,0.372,3.1,1,0.392,28,0,0.555,0
257.77,CARD,23,0,0.327,0.99,3,0.228,41,1,0.137,1
109.67,CARD,12,0,0.34,2.15,3,0.337,29,0,0.198,0
601.27,CARD,22,0,0.305,3.47,2,0.146,24,0,0.708,0
150.69,CARD,0,0,0.34,1.3,1,0.127,52,0,0.465,0
155.0,CARD,15,1,0.561,4.97,1,0.344,31,0,0.163,0
53.62,PIX,6,1,0.365,0.46,3,0.184,34,0,0.391,0
177.09,PIX,8,0,0.167,6.33,0,0.181,18,1,0.159,0
107.7,PIX,15,1,0.728,5.07,3,0.917,38,1,0.428,0
70.29,PIX,11,0,0.195,0.22,0,0.469,27,0,0.185,0
60.41,CARD,3,0,0.266,3.64,4,0.115,47,1,0.428,0
1345.59,CARD,23,0,0.359,0.62,1,0.296,35,0,0.519,1
